,Reagent1 (ul),Reagent2 (ul),Reagent3 (ul),Reagent4 (ul),Reagent5 (ul),Reagent6 (ul),Reagent7 (ul),_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_raw_inchikey,_raw_smiles,_raw_molweight,_raw_smiles_standard,_raw_standard_molweight,_prototype_ECFP4_hexstring,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
32,28,50,272,0,0,0,150,0.10971403378345923,2.355971539753667,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
33,50,0,300,0,0,0,150,0.0,2.355971539753667,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
34,12,200,188,0,0,0,100,0.43885613513383703,2.355971539753667,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
35,34,150,216,0,0,0,100,0.3291421013503777,2.355971539753667,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
36,56,100,244,0,0,0,100,0.21942806756691846,2.355971539753667,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
37,78,50,272,0,0,0,100,0.10971403378345923,2.355971539753667,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
38,100,0,300,0,0,0,100,0.0,2.355971539753667,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
39,18,300,132,0,0,0,50,0.6582842027007556,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
40,40,250,160,0,0,0,50,0.5485701689172964,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
41,62,200,188,0,0,0,50,0.43885613513383703,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
42,84,150,216,0,0,0,50,0.3291421013503777,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
43,106,100,244,0,0,0,50,0.21942806756691846,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
44,128,50,272,0,0,0,50,0.10971403378345923,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
45,150,0,300,0,0,0,50,0.0,2.355971539753667,2.650445361720614,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
46,2,450,48,0,0,0,0,0.9874263040511335,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
47,24,400,76,0,0,0,0,0.8777122702676742,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
48,46,350,104,0,0,0,0,0.7679982364842148,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
49,68,300,132,0,0,0,0,0.6582842027007556,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
50,90,250,160,0,0,0,0,0.5485701689172964,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
51,112,200,188,0,0,0,0,0.43885613513383703,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
52,134,150,216,0,0,0,0,0.3291421013503777,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
53,156,100,244,0,0,0,0,0.21942806756691846,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
54,178,50,272,0,0,0,0,0.10971403378345923,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
55,200,0,300,0,0,0,0,0.0,2.355971539753667,0.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,250,0,0,0,250,0.0,1.963309616461389,13.252226808603083,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
57,6,100,194,0,0,0,200,0.21942806756691846,1.963309616461389,10.601781446882466,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
58,27,50,222,0,0,0,200,0.10971403378345923,1.963309616461389,10.601781446882466,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
59,51,0,250,0,0,0,200,0.0,1.963309616461389,10.601781446882466,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
60,12,200,138,0,0,0,150,0.43885613513383703,1.963309616461389,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
61,34,150,166,0,0,0,150,0.3291421013503777,1.963309616461389,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
62,56,100,194,0,0,0,150,0.21942806756691846,1.963309616461389,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
63,78,50,222,0,0,0,150,0.10971403378345923,1.963309616461389,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
64,100,0,250,0,0,0,150,0.0,1.963309616461389,7.951336085161849,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
65,18,300,82,0,0,0,100,0.6582842027007556,1.963309616461389,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
66,40,250,110,0,0,0,100,0.5485701689172964,1.963309616461389,5.300890723441231,XFYICZOIWSBQSK-UHFFFAOYSA-N,900.0,1200.0,12600.0,750.0,105.0,XFYICZOIWSBQSK-UHFFFAOYSA-N,CCN.I,162.0,CCN,45.085,0040000001000000000000000000000000000000000000000000000008000000000000000000000000000000000040000000000200000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000,2,1,5.75,5.95,14.67,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.57,22.75,2.61,3.28,6.44,5.11,57.1,106.73,217.84,146.92,70.91,202.97,14.87,26.02,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
